model,cv_accuracy_mean,cv_log_loss_mean,cv_ece_mean
random_forest,0.517384105960265,1.0112848040218958,0.03125366487362352
logreg,0.5137969094922737,1.01927592738985,0.03852926333045662
extra_trees,0.4886865342163355,1.0265385728390213,0.054172381081265715
